,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,aimedAction
1,1,杨春萍,5,12,9,12,7,4,"[7691, 7913, 8099, 8861, 9224, 9663, 9972, 10332, 10790, 12228]","[(7, 4), [7, 5], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12]]","[(0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,180,
2,2,杨春萍,5,5,5,9,11,7,"[3448, 6745, 8628, 9151, 10543, 11007, 11356, 11670, 12340, 12869]","[(11, 7), [11, 8], [11, 7], [11, 8], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9]]","[(0, 1), (0, -1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[2],"[2, 2, 2, 2, 0, 0, 0, 0, 0, 0]",1,4,6,270,
3,3,杨春萍,11,4,11,10,4,7,"[4216, 4643, 4980, 5266, 5530, 5718, 5938, 7479, 7859, 8743, 9482, 10874]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [12, 8], [12, 9], [12, 10], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,6,7,90,
4,4,杨春萍,6,3,6,11,14,7,"[5477, 6323, 6480, 6647, 7164, 7447, 7581, 7815, 7999, 9804, 10500, 11486, 12341, 13388]","[(14, 7), [13, 7], [14, 7], [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [9, 8], [8, 8], [8, 9], [8, 10], [7, 10], [6, 10], [6, 11]]","[(-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[2, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2]",2,8,8,270,
5,5,杨春萍,7,3,7,11,14,7,"[3682, 4100, 4422, 4947, 5682, 5900, 6094, 6302, 6649, 7048, 7484]","[(14, 7), [14, 8], [14, 9], [14, 10], [14, 11], [13, 11], [12, 11], [11, 11], [10, 11], [9, 11], [8, 11], [7, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",0,8,7,270,
6,6,杨春萍,4,7,10,7,7,1,"[4300, 4466, 4599, 4755, 5818, 6235, 6681, 6860, 7238, 7610, 8017, 8557, 8885]","[(7, 1), [6, 1], [5, 1], [4, 1], [3, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 7]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[5],"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,6,180,
7,7,杨春萍,5,13,9,13,7,6,"[4199, 4680, 5615, 5873, 6078, 6283, 6484, 6831, 7202]","[(7, 6), [6, 6], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [5, 13]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 0, 0, 0, 0, 0, 0, 0]",0,4,7,180,
8,8,杨春萍,10,4,10,10,2,7,"[3571, 3934, 4125, 4298, 4468, 5130, 5366, 6021, 6471, 7299, 7995, 8869, 9303]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [8, 8], [9, 8], [10, 8], [9, 8], [9, 9], [9, 10], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (1, 0)]","[6, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0]",2,6,8,90,
9,9,杨春萍,5,4,5,10,11,7,"[2617, 3986, 4196, 4352, 4508, 4633, 5035, 5887, 6056]","[(11, 7), [11, 6], [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5], [5, 4]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[1],"[2, 0, 0, 0, 0, 0, 0, 1, 1]",special,6,6,270,
0,0,Zhangjie,3,2,11,2,7,9,"[1866, 2044, 2232, 2419, 2595, 2775, 2952, 3268, 3504, 3709, 3890]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,7,0,
1,1,Zhangjie,4,10,10,10,7,4,"[1807, 1988, 2162, 2339, 2516, 2692, 2998, 3299, 3498, 4148, 4394]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [5, 11], [4, 11], [4, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,6,6,180,
2,2,Zhangjie,5,11,9,11,7,3,"[1798, 2011, 2195, 2383, 2560, 2751, 2950, 3149, 3771, 4216, 4491, 4683]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 9], [9, 9], [9, 10], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0), (0, 1), (0, 1)]","[8, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]",2,4,8,180,
3,3,Zhangjie,3,2,11,2,7,10,"[1852, 2027, 2175, 2324, 2483, 2660, 2968, 3265, 3515, 3745, 3954, 4116, 4680, 4847]","[(7, 10), [7, 9], [7, 8], [7, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [9, 2], [9, 1], [10, 1], [11, 1], [11, 2]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, 1)]","[11, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",2,8,8,0,
4,4,Zhangjie,4,7,10,7,7,0,"[1791, 1973, 2111, 2272, 2423, 2517, 2729, 3172, 3345, 3494, 3890, 4183]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [9, 7], [8, 7], [9, 7], [10, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,6,7,180,
5,5,Zhangjie,6,5,6,9,0,7,"[1899, 2092, 2256, 2609, 2810, 2984, 3339, 3735]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [6, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90,
6,6,Zhangjie,5,12,9,12,7,5,"[1758, 1966, 2164, 2352, 2533, 2749, 3002, 3177, 3321]","[(7, 5), [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [9, 9], [9, 10], [9, 11], [9, 12]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]",[1],"[0, 0, 0, 0, 0, 2, 0, 0, 0]",1,4,7,180,
7,7,Zhangjie,0,3,0,11,6,7,"[1925, 2102, 2296, 2520, 2721, 2907, 3271, 3746, 3914, 4075]","[(6, 7), [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 6], [0, 5], [0, 4], [0, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,6,270,
8,8,Zhangjie,4,8,10,8,7,0,"[1864, 2033, 2201, 2366, 2574, 2790, 2986, 3207, 3421, 3594, 3760, 3925, 4226, 4560, 4719]","[(7, 0), [7, 1], [7, 0], [7, 1], [7, 2], [7, 3], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8]]","[(0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",2,6,8,180,
9,9,Zhangjie,5,5,5,9,12,7,"[1862, 2062, 2248, 2442, 2622, 2807, 2991, 3279, 3739]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,7,270,
0,0,Huangyinge,3,2,11,2,7,10,"[2435, 2654, 2881, 3246, 3628, 3861, 4256, 4428, 4574, 4854, 5078, 5397]","[(7, 10), [6, 10], [5, 10], [4, 10], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,8,0,
1,1,Huangyinge,6,4,6,10,13,7,"[2140, 2478, 2685, 2865, 3042, 3183, 3370, 3649, 4067, 4514, 4710, 4902]","[(13, 7), [12, 7], [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5], [6, 4]]","[(-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,6,7,270,
2,2,Huangyinge,4,8,10,8,7,2,"[2338, 2538, 2706, 2861, 3017, 3359, 3637, 3979, 4501]","[(7, 2), [7, 3], [7, 4], [8, 4], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [10, 8]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 2]",2,6,6,180,
3,3,Huangyinge,3,5,3,9,10,7,"[1950, 2114, 2279, 2443, 2631, 2825, 3132, 3335, 3567, 4095, 4361]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,7,270,
4,4,Huangyinge,5,13,9,13,7,5,"[2061, 2240, 2422, 2581, 2697, 2916, 3311, 3498, 3695, 3869, 4286, 4473]","[(7, 5), [7, 6], [6, 6], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [8, 13], [9, 13]]","[(0, 1), (-1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,8,180,
5,5,Huangyinge,8,5,8,9,14,7,"[2128, 2312, 2486, 2667, 2823, 3012, 3382, 3582]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,270,
6,6,Huangyinge,4,1,10,1,7,9,"[2154, 2518, 2712, 3190, 3567, 3846, 4297, 4494, 4660, 4775, 4936, 5046, 5239, 5526, 5765]","[(7, 9), [6, 9], [5, 9], [5, 10], [6, 10], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2], [4, 1]]","[(-1, 0), (-1, 0), (0, 1), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[3, 4]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,0,
7,7,Huangyinge,3,7,11,7,7,13,"[1957, 2111, 2287, 2472, 2939, 3124, 3300, 3460, 3658, 3837, 4062, 4312]","[(7, 13), [6, 13], [5, 13], [4, 13], [3, 13], [3, 12], [3, 11], [3, 10], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1)]",[8],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,8,6,0,
8,8,Huangyinge,10,3,10,11,3,7,"[2014, 2193, 2507, 2679, 2847, 3006, 3180, 3590, 3812, 4005, 4157]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [10, 10], [10, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,7,90,
9,9,Huangyinge,3,4,11,4,7,12,"[1836, 2013, 2192, 2376, 2516, 2686, 2829, 3570, 3864, 4052, 4207, 4401, 4487, 4688, 4867, 5058]","[(7, 12), [8, 12], [7, 12], [6, 12], [5, 12], [4, 12], [3, 12], [2, 12], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[1],"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",special,8,8,0,
0,0,Liaozhangmeng,4,1,10,1,7,9,"[3878, 4208, 4764, 5488, 5712, 5877, 6032, 6413, 6603, 6789, 6986, 7442, 7845]","[(7, 9), [6, 9], [5, 9], [4, 9], [4, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [4, 4], [4, 3], [4, 2], [4, 1]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1)]","[5, 10]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,6,8,0,
1,1,Liaozhangmeng,3,12,11,12,7,4,"[2759, 3036, 3242, 3551, 4081, 4295, 4477, 4647, 4836, 5020, 5201, 5390]","[(7, 4), [6, 4], [5, 4], [4, 4], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,8,180,
2,2,Liaozhangmeng,4,3,10,3,7,10,"[3698, 3955, 4146, 4338, 5247, 5614, 5877, 6284, 7182, 7373, 7556, 7757, 8188, 8938]","[(7, 10), [6, 10], [5, 10], [4, 10], [3, 10], [4, 10], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[6],"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,6,7,0,
3,3,Liaozhangmeng,5,9,9,9,7,1,"[2656, 2876, 3074, 3264, 3454, 3645, 3839, 4060, 4740, 4949]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 9], [5, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,180,
4,4,Liaozhangmeng,7,3,7,11,0,7,"[3006, 3303, 3526, 3760, 4174, 4649, 5498, 5695, 5867, 6048, 6281, 6499]","[(0, 7), [0, 6], [0, 5], [0, 4], [0, 4], [0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3]]","[(0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[4],"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,8,7,90,
5,5,Liaozhangmeng,7,5,7,9,1,7,"[2452, 2654, 2821, 3001, 3204, 3627, 3828, 4034]","[(1, 7), [2, 7], [2, 6], [3, 6], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5]]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]","[2, 4]","[0, 0, 0, 0, 0, 0, 0, 0]",2,4,6,90,
6,6,Liaozhangmeng,5,4,5,10,11,7,"[2466, 2669, 2835, 3007, 3200, 3479, 4131, 4656, 5595, 5847, 6198]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [5, 6], [4, 6], [5, 6], [5, 5], [5, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,6,6,270,
7,7,Liaozhangmeng,5,4,9,4,7,11,"[3010, 3343, 3551, 3757, 3942, 4166, 4578, 5409, 5746]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,0,
8,8,Liaozhangmeng,3,6,11,6,7,12,"[2535, 2755, 2927, 3107, 3312, 3645, 3999, 4227, 4405, 4576, 4938, 5190, 6633, 6858]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [5, 5], [5, 4], [4, 4], [3, 4], [3, 5], [3, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[10, 9]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",2,8,6,0,
9,9,Liaozhangmeng,4,9,10,9,7,1,"[2355, 2590, 2806, 3025, 3228, 3415, 3628, 3835, 4516, 4725, 5012, 5277, 5527]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",special,6,8,180,
0,0,Lili,5,12,9,12,7,6,"[3344, 3998, 5278, 6718, 7286, 7941, 8515, 9178, 9932, 10451]","[(7, 6), [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [6, 11], [6, 12], [5, 12]]","[(0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (-1, 0)]","[3, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,6,180,
1,1,Lili,4,0,10,0,7,7,"[10194, 10801, 11245, 12088, 12496, 12885, 13288, 13786, 14255, 14706]","[(7, 7), [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [8, 0], [9, 0], [10, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",0,6,7,0,
2,2,Lili,3,10,11,10,7,4,"[1889, 2118, 2345, 2657, 2919, 3228, 3919, 4301, 4505, 4770, 5221, 5475]","[(7, 4), [7, 5], [7, 6], [7, 7], [8, 7], [8, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [11, 9], [11, 10]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[6],"[0, 0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0]",1,8,6,180,
3,3,Lili,4,3,4,11,12,7,"[1819, 2002, 2872, 3087, 3304, 3505, 3715, 3922, 4189, 5280, 5564, 5772]","[(12, 7), [11, 7], [11, 8], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,8,8,270,
4,4,Lili,5,12,9,12,7,5,"[1572, 1931, 2180, 2361, 2611, 2860, 3119, 3363, 3604, 3837, 4244, 4440, 4634, 4826, 5038]","[(7, 5), [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [7, 5], [7, 6], [8, 6], [9, 6], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [9, 12]]","[(0, -1), (0, 1), (0, -1), (0, 1), (0, 1), (0, -1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[6, 3]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]",2,4,7,180,
5,5,Lili,12,5,12,9,4,7,"[1556, 1959, 3023, 3210, 3397, 3587, 3821, 4034, 4253, 4522, 4884, 5113]","[(4, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,90,
6,6,Lili,0,4,0,10,6,7,"[1987, 2189, 2665, 2863, 3081, 3277, 3479, 3739, 3998, 4277, 4682, 4994, 5293]","[(6, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [4, 7], [3, 7], [2, 7], [1, 7], [0, 7], [0, 6], [0, 5], [0, 4]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]","[6, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",2,6,6,270,
7,7,Lili,14,3,14,11,7,7,"[2049, 2299, 2532, 2763, 2964, 3180, 3669, 3877, 4165, 4427, 4657, 4867, 5148]","[(7, 7), [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 6], [14, 7], [14, 8], [14, 9], [14, 10], [14, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",1,8,7,90,
8,8,Lili,4,14,10,14,7,6,"[1925, 2182, 2482, 2692, 2964, 3244, 3537, 3912, 4335, 4758, 5122]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [8, 14], [9, 14], [10, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",0,6,8,180,
9,9,Lili,1,3,1,11,9,7,"[1776, 2061, 2278, 2611, 2869, 3204, 3484, 3838, 4241, 5001, 5362, 5698]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (0, 1), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2]",special,8,8,270,
0,0,Huaanke,0,5,0,9,7,7,"[3438, 4654, 5368, 5797, 6212, 6480, 6679, 6846, 7027, 7257, 7547]","[(7, 7), [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5]]","[(0, 1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[1],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,4,7,270,
